probe_id	gene_symbol	gene_name	go_ids
A0A7M7L8C7	A0A7M7L8C7	A0A7M7L8C7	GO:0005509|GO:0005891|GO:0007268|GO:0008331|GO:0009581|GO:0009582|GO:0016322|GO:0016323|GO:0016324|GO:0019722|GO:0042045|GO:0045202|GO:0050906|GO:0098703
A0A7M7LK33	A0A7M7LK33	A0A7M7LK33	GO:0005634|GO:0005737|GO:0008413|GO:0008828|GO:0042262|GO:0046872
A0A7M7LP69	A0A7M7LP69	A0A7M7LP69	GO:0000922|GO:0005524|GO:0005737|GO:0005813|GO:0005874|GO:0008017|GO:0008568|GO:0016887|GO:0051013|GO:0051301
A0A7M7LPP8	A0A7M7LPP8	A0A7M7LPP8	GO:0001941|GO:0007155|GO:0007274|GO:0008045|GO:0016200|GO:0031594|GO:0034110|GO:0034116|GO:0040017|GO:0042803|GO:0043005|GO:0043025|GO:0046982|GO:0048499|GO:0048513|GO:0048790|GO:0051124|GO:0097060|GO:0097090|GO:0099559|GO:2000331
A0A7M7LQJ3	A0A7M7LQJ3	A0A7M7LQJ3	GO:0005737|GO:0016404|GO:0047034
A0A7M7LQU6	A0A7M7LQU6	A0A7M7LQU6	GO:0005509|GO:0005576|GO:0005911|GO:0007411|GO:0007476|GO:0007498|GO:0007548|GO:0008201|GO:0008347|GO:0009986|GO:0010160|GO:0010631|GO:0016318|GO:0022407|GO:0040008|GO:0048056|GO:0048495|GO:0048565|GO:0048568|GO:0048598|GO:0048608|GO:0048732|GO:0050769|GO:0071944|GO:0120035
A0A7M7M0E0	A0A7M7M0E0	A0A7M7M0E0	GO:0005509|GO:0005891|GO:0007268|GO:0008331|GO:0009581|GO:0009582|GO:0016322|GO:0016323|GO:0016324|GO:0019722|GO:0042045|GO:0045202|GO:0050906|GO:0098703
A0A7M7M0Y8	A0A7M7M0Y8	A0A7M7M0Y8	GO:0005737|GO:0016404|GO:0047034
A0A7M7M3Y0	A0A7M7M3Y0	A0A7M7M3Y0	GO:0001941|GO:0007155|GO:0007274|GO:0008045|GO:0016200|GO:0031594|GO:0034110|GO:0034116|GO:0040017|GO:0042803|GO:0043005|GO:0043025|GO:0046982|GO:0048499|GO:0048513|GO:0048790|GO:0051124|GO:0097060|GO:0097090|GO:0099559|GO:2000331
A0A7M7M3Y6	A0A7M7M3Y6	A0A7M7M3Y6	GO:0005509|GO:0005891|GO:0007268|GO:0008331|GO:0009581|GO:0009582|GO:0016322|GO:0016323|GO:0016324|GO:0019722|GO:0042045|GO:0045202|GO:0050906|GO:0098703
A0A7M7M4P8	A0A7M7M4P8	A0A7M7M4P8	GO:0001661|GO:0004114|GO:0007165|GO:0007268|GO:0007614|GO:0007615|GO:0007619|GO:0007623|GO:0008355|GO:0040040|GO:0045202|GO:0046872|GO:0046958|GO:0048675
A0A7M7MG23	A0A7M7MG23	A0A7M7MG23	GO:0005509|GO:0005891|GO:0007268|GO:0008331|GO:0009581|GO:0009582|GO:0016322|GO:0016323|GO:0016324|GO:0019722|GO:0042045|GO:0045202|GO:0050906|GO:0098703
A0A7M7MG26	A0A7M7MG26	A0A7M7MG26	GO:0005509|GO:0005891|GO:0007268|GO:0008331|GO:0009581|GO:0009582|GO:0016322|GO:0016323|GO:0016324|GO:0019722|GO:0042045|GO:0045202|GO:0050906|GO:0098703
A0A7M7MGT3	A0A7M7MGT3	A0A7M7MGT3	GO:0000105|GO:0004329|GO:0004477|GO:0004488|GO:0005524|GO:0005829|GO:0006164|GO:0009086|GO:0009257|GO:0035999|GO:0046655
A0A7M7MK55	A0A7M7MK55	A0A7M7MK55	GO:0005509|GO:0005891|GO:0007268|GO:0008331|GO:0009581|GO:0009582|GO:0016322|GO:0016323|GO:0016324|GO:0019722|GO:0042045|GO:0045202|GO:0050906|GO:0098703
A0A7M7MK56	A0A7M7MK56	A0A7M7MK56	GO:0005509|GO:0005891|GO:0007268|GO:0008331|GO:0009581|GO:0009582|GO:0016322|GO:0016323|GO:0016324|GO:0019722|GO:0042045|GO:0045202|GO:0050906|GO:0098703
A0A7M7MM99	A0A7M7MM99	A0A7M7MM99	GO:0001661|GO:0004114|GO:0007165|GO:0007268|GO:0007614|GO:0007615|GO:0007619|GO:0007623|GO:0008355|GO:0040040|GO:0045202|GO:0046872|GO:0046958|GO:0048675
A0A7M7MMK4	A0A7M7MMK4	A0A7M7MMK4	GO:0001661|GO:0004114|GO:0007165|GO:0007268|GO:0007614|GO:0007615|GO:0007619|GO:0007623|GO:0008355|GO:0040040|GO:0045202|GO:0046872|GO:0046958|GO:0048675
A0A7M7MNV2	A0A7M7MNV2	A0A7M7MNV2	GO:0000118|GO:0003779|GO:0005813|GO:0006950|GO:0008270|GO:0016740|GO:0030424|GO:0030425|GO:0032886|GO:0040029|GO:0043204|GO:0051129|GO:0051646|GO:0141221
A0A7M7MP04	A0A7M7MP04	A0A7M7MP04	GO:0000118|GO:0003779|GO:0005813|GO:0006950|GO:0008270|GO:0016740|GO:0030424|GO:0030425|GO:0032886|GO:0040029|GO:0043204|GO:0051129|GO:0051646|GO:0141221
A0A7M7MP27	A0A7M7MP27	A0A7M7MP27	GO:0000118|GO:0003779|GO:0005813|GO:0006950|GO:0008270|GO:0016740|GO:0030424|GO:0030425|GO:0032886|GO:0040029|GO:0043204|GO:0051129|GO:0051646|GO:0141221
A0A7M7MP47	A0A7M7MP47	A0A7M7MP47	GO:0000118|GO:0003779|GO:0005813|GO:0006950|GO:0008270|GO:0016740|GO:0030424|GO:0030425|GO:0032886|GO:0040029|GO:0043204|GO:0051129|GO:0051646|GO:0141221
A0A7M7MPD1	A0A7M7MPD1	A0A7M7MPD1	GO:0003872|GO:0005524|GO:0005945|GO:0006002|GO:0016208|GO:0030388|GO:0042802|GO:0046872|GO:0048029|GO:0061621|GO:0070095
A0A7M7MPG4	A0A7M7MPG4	A0A7M7MPG4	GO:0003872|GO:0005524|GO:0005945|GO:0006002|GO:0016208|GO:0030388|GO:0042802|GO:0046872|GO:0048029|GO:0061621|GO:0070095
A0A7M7MPI1	A0A7M7MPI1	A0A7M7MPI1	GO:0003872|GO:0005524|GO:0005945|GO:0006002|GO:0016208|GO:0030388|GO:0042802|GO:0046872|GO:0048029|GO:0061621|GO:0070095
A0A7M7MPK1	A0A7M7MPK1	A0A7M7MPK1	GO:0003872|GO:0005524|GO:0005945|GO:0006002|GO:0016208|GO:0030388|GO:0042802|GO:0046872|GO:0048029|GO:0061621|GO:0070095
A0A7M7MPL7	A0A7M7MPL7	A0A7M7MPL7	GO:0003872|GO:0005524|GO:0005945|GO:0006002|GO:0016208|GO:0030388|GO:0042802|GO:0046872|GO:0048029|GO:0061621|GO:0070095
A0A7M7MPL8	A0A7M7MPL8	A0A7M7MPL8	GO:0002092|GO:0003779|GO:0005080|GO:0005543|GO:0005856|GO:0005886|GO:0006886|GO:0008021|GO:0014069|GO:0019904|GO:0032588|GO:0034315|GO:0043005|GO:0043113|GO:0046872|GO:0048471|GO:0097062|GO:0098842
A0A7M7MPQ4	A0A7M7MPQ4	A0A7M7MPQ4	GO:0003872|GO:0005524|GO:0005945|GO:0006002|GO:0016208|GO:0030388|GO:0042802|GO:0046872|GO:0048029|GO:0061621|GO:0070095
A0A7M7MPY8	A0A7M7MPY8	A0A7M7MPY8	GO:0003872|GO:0005524|GO:0005945|GO:0006002|GO:0016208|GO:0030388|GO:0042802|GO:0046872|GO:0048029|GO:0061621|GO:0070095
A0A7M7MPZ8	A0A7M7MPZ8	A0A7M7MPZ8	GO:0005737|GO:0016404|GO:0047034
A0A7M7MRH5	A0A7M7MRH5	A0A7M7MRH5	GO:0004465|GO:0019369|GO:0031901|GO:0032591|GO:0046340|GO:0046872|GO:0047372|GO:0098839|GO:0098921
A0A7M7MRM5	A0A7M7MRM5	A0A7M7MRM5	GO:0004465|GO:0019369|GO:0031901|GO:0032591|GO:0046340|GO:0046872|GO:0047372|GO:0098839|GO:0098921
A0A7M7MRS4	A0A7M7MRS4	A0A7M7MRS4	GO:0004465|GO:0019369|GO:0031901|GO:0032591|GO:0046340|GO:0046872|GO:0047372|GO:0098839|GO:0098921
A0A7M7MRU9	A0A7M7MRU9	A0A7M7MRU9	GO:0004465|GO:0019369|GO:0031901|GO:0032591|GO:0046340|GO:0046872|GO:0047372|GO:0098839|GO:0098921
A0A7M7MRW7	A0A7M7MRW7	A0A7M7MRW7	GO:0004465|GO:0019369|GO:0031901|GO:0032591|GO:0046340|GO:0046872|GO:0047372|GO:0098839|GO:0098921
A0A7M7MS56	A0A7M7MS56	A0A7M7MS56	GO:0000139|GO:0001708|GO:0005113|GO:0005509|GO:0005615|GO:0005634|GO:0005789|GO:0005886|GO:0007224|GO:0007267|GO:0007367|GO:0008233|GO:0009653|GO:0010468|GO:0016015|GO:0016539|GO:0016540|GO:0016740|GO:0048731
A0A7M7MSD8	A0A7M7MSD8	A0A7M7MSD8	GO:0004465|GO:0019369|GO:0031901|GO:0032591|GO:0046340|GO:0046872|GO:0047372|GO:0098839|GO:0098921
A0A7M7MSS9	A0A7M7MSS9	A0A7M7MSS9	GO:0004070|GO:0004087|GO:0004088|GO:0004151|GO:0004359|GO:0005524|GO:0005951|GO:0006207|GO:0006526|GO:0006541|GO:0016597|GO:0044205|GO:0046872
A0A7M7MSY9	A0A7M7MSY9	A0A7M7MSY9	GO:0000289|GO:0000932|GO:0003676|GO:0004535|GO:0005634|GO:0006397|GO:0010606|GO:0031251|GO:0046872
A0A7M7MWY0	A0A7M7MWY0	A0A7M7MWY0	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7MWY6	A0A7M7MWY6	A0A7M7MWY6	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7MWY9	A0A7M7MWY9	A0A7M7MWY9	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7MX09	A0A7M7MX09	A0A7M7MX09	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7MX18	A0A7M7MX18	A0A7M7MX18	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7MXU8	A0A7M7MXU8	A0A7M7MXU8	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7MXZ9	A0A7M7MXZ9	A0A7M7MXZ9	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7MYW9	A0A7M7MYW9	A0A7M7MYW9	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7R2X1	A0A7M7R2X1	A0A7M7R2X1	GO:0005765|GO:0022857
A0A7M7R311	A0A7M7R311	A0A7M7R311	GO:0003941|GO:0004794|GO:0005524|GO:0006565|GO:0006567|GO:0008721|GO:0009097|GO:0030170|GO:0030378|GO:0070178
A0A7M7R3X8	A0A7M7R3X8	A0A7M7R3X8	GO:0003853|GO:0005759|GO:0006631|GO:0046395|GO:0050660
A0A7M7R5E3	A0A7M7R5E3	A0A7M7R5E3	GO:0001661|GO:0004114|GO:0007165|GO:0007268|GO:0007614|GO:0007615|GO:0007619|GO:0007623|GO:0008355|GO:0040040|GO:0045202|GO:0046872|GO:0046958|GO:0048675
A0A7M7R5I9	A0A7M7R5I9	A0A7M7R5I9	GO:0010420|GO:0031314|GO:0032259|GO:0046872|GO:0061542
A0A7M7R738	A0A7M7R738	A0A7M7R738	GO:0004070|GO:0004087|GO:0004088|GO:0004151|GO:0004359|GO:0005524|GO:0005951|GO:0006207|GO:0006526|GO:0006541|GO:0016597|GO:0044205|GO:0046872
A0A7M7R825	A0A7M7R825	A0A7M7R825	GO:0000723|GO:0003677|GO:0005524|GO:0005634|GO:0005739|GO:0006281|GO:0006310|GO:0016787|GO:0043139
A0A7M7R874	A0A7M7R874	A0A7M7R874	GO:0000287|GO:0004775|GO:0004776|GO:0005524|GO:0005739|GO:0006099|GO:0006104|GO:0042709
A0A7M7RB73	A0A7M7RB73	A0A7M7RB73	GO:0003677|GO:0003950|GO:0005694|GO:0005730|GO:0005829|GO:0006302|GO:0008270|GO:0016779|GO:0045087|GO:0051287|GO:0070212|GO:1990404
A0A7M7RB80	A0A7M7RB80	A0A7M7RB80	GO:0005634|GO:0005705|GO:0005739|GO:0008270|GO:0022008|GO:0030097|GO:0035267|GO:0040029|GO:0044545|GO:0045595|GO:0046972|GO:0051241|GO:0072487|GO:0140861|GO:1903108
A0A7M7SQH5	A0A7M7SQH5	A0A7M7SQH5	GO:0003872|GO:0005524|GO:0005945|GO:0006002|GO:0016208|GO:0030388|GO:0042802|GO:0046872|GO:0048029|GO:0061621|GO:0070095
A0A7M7SQR3	A0A7M7SQR3	A0A7M7SQR3	GO:0002092|GO:0003779|GO:0005080|GO:0005543|GO:0005856|GO:0005886|GO:0006886|GO:0008021|GO:0014069|GO:0019904|GO:0032588|GO:0034315|GO:0043005|GO:0043113|GO:0046872|GO:0048471|GO:0097062|GO:0098842
A0A7M7SR66	A0A7M7SR66	A0A7M7SR66	GO:0004465|GO:0019369|GO:0031901|GO:0032591|GO:0046340|GO:0046872|GO:0047372|GO:0098839|GO:0098921
A0A7M7SSB4	A0A7M7SSB4	A0A7M7SSB4	GO:0003677|GO:0003779|GO:0005634|GO:0005737|GO:0005856|GO:0007274|GO:0007474|GO:0008270|GO:0008586|GO:0016010|GO:0030010|GO:0031594|GO:0042383|GO:0046716|GO:0046928|GO:0048172|GO:0048790|GO:0050699
A0A7M7TEY2	A0A7M7TEY2	A0A7M7TEY2	GO:0000070|GO:0005524|GO:0005694|GO:0005737|GO:0005813|GO:0005819|GO:0005874|GO:0008017|GO:0008568|GO:0016020|GO:0016887|GO:0031117|GO:0034214|GO:0051013
A0A7M7TF89	A0A7M7TF89	A0A7M7TF89	GO:0000082|GO:0004674|GO:0005524|GO:0005737|GO:0005813|GO:0009653|GO:0009966|GO:0022604|GO:0035329|GO:0042308|GO:0043065|GO:0045177|GO:0046620|GO:0046872|GO:0048731|GO:0048814|GO:0051093|GO:0071944
A0A7M7TFK4	A0A7M7TFK4	A0A7M7TFK4	GO:0002009|GO:0004674|GO:0004715|GO:0005524|GO:0005634|GO:0005768|GO:0005829|GO:0005886|GO:0005905|GO:0005912|GO:0006897|GO:0030136|GO:0030659|GO:0046872
A0A7M7TFX0	A0A7M7TFX0	A0A7M7TFX0	GO:0003941|GO:0004794|GO:0005524|GO:0006565|GO:0006567|GO:0008721|GO:0009097|GO:0030170|GO:0030378|GO:0070178
A0A7M7TFX6	A0A7M7TFX6	A0A7M7TFX6	GO:0003841|GO:0005739|GO:0005811|GO:0006631|GO:0006654|GO:0030154|GO:0052689|GO:0055088
A0A7M7TG47	A0A7M7TG47	A0A7M7TG47	GO:0000049|GO:0001514|GO:0001717|GO:0005737|GO:0098621
A0A8U0WQE3	A0A8U0WQE3	A0A8U0WQE3	GO:0004016|GO:0005516|GO:0005524|GO:0005794|GO:0005886|GO:0005929|GO:0006171|GO:0007189|GO:0007608|GO:0035556|GO:0046872
A0A8U1C2Y4	A0A8U1C2Y4	A0A8U1C2Y4	GO:0005615|GO:0005634|GO:0030139|GO:0045735
A2VB89	A2VB89	A2VB89	GO:0005179|GO:0005576|GO:0005615|GO:0007593|GO:0009887|GO:0036122|GO:0038098|GO:0048067
A8J4S9	A8J4S9	A8J4S9	GO:0004555|GO:0005993|GO:0016020
B2D0J4	B2D0J4	B2D0J4	GO:0004177|GO:0005576|GO:0005886|GO:0006508|GO:0008236|GO:0008239
C9D7C2	C9D7C2	C9D7C2	GO:0005509|GO:0005891|GO:0007268|GO:0008331|GO:0009581|GO:0009582|GO:0016322|GO:0016323|GO:0016324|GO:0019722|GO:0042045|GO:0045202|GO:0050906|GO:0098703
I1VC85	I1VC85	I1VC85	GO:0004867|GO:0005576|GO:0031640|GO:0042742|GO:0044742|GO:0045087|GO:0050832|GO:0090729
O61303	O61303	O61303	GO:0004930|GO:0007601|GO:0007602|GO:0009881|GO:0016020
O77061	O77061	O77061	GO:0005576
P02852	P02852	P02852	GO:0004867|GO:0005576|GO:0031640|GO:0035738|GO:0042742|GO:0045087|GO:0050832|GO:0090729
P17722	P17722	P17722	GO:0005615|GO:0006959|GO:0042742|GO:0045087
P83563	P83563	P83563	GO:0004867|GO:0005576
P84759	P84759	P84759	GO:0005576|GO:0031640|GO:0050829|GO:0050830|GO:0050832
P90680	P90680	P90680	GO:0004930|GO:0007602|GO:0009881|GO:0016020|GO:0050908
Q06601	Q06601	Q06601	GO:0005576|GO:0042742|GO:0045087
Q06602	Q06602	Q06602	GO:0005576|GO:0042742|GO:0045087
Q17058	Q17058	Q17058	GO:0004558|GO:0005975
Q1L6Q1	Q1L6Q1	Q1L6Q1	GO:0004674|GO:0004712|GO:0004713|GO:0005524|GO:0005737|GO:0016323|GO:0016324|GO:0043066|GO:0044344|GO:0045743|GO:0070374|GO:0106310
Q5DW47	Q5DW47	Q5DW47	GO:0005184|GO:0005576|GO:0007218|GO:0045823|GO:0071858
Q95YM8	Q95YM8	Q95YM8	GO:0005634|GO:0006357|GO:0007613|GO:0043565|GO:0045893
A0A088AHC8	A0A088AHC8	A0A088AHC8	GO:0004365|GO:0005829|GO:0006006|GO:0006096|GO:0050661|GO:0051287
A0A343D003	A0A343D003	A0A343D003	GO:0004129|GO:0005743|GO:0006123|GO:0015990|GO:0020037|GO:0045277|GO:0046872
A0A411FEG7	A0A411FEG7	A0A411FEG7	GO:0005743|GO:0006122|GO:0008121|GO:0016491|GO:0045275|GO:0046872
A0A7M6UD57	A0A7M6UD57	A0A7M6UD57	GO:0000398|GO:0003723|GO:0005682|GO:0005685|GO:0005686|GO:0005687|GO:0005737|GO:0046540|GO:0070990|GO:0071004|GO:0071013
A0A7M6UE89	A0A7M6UE89	A0A7M6UE89	GO:0000978|GO:0001228|GO:0002225|GO:0005654|GO:0005737|GO:0007249|GO:0008063|GO:0033554|GO:0034097|GO:0035206|GO:0038061|GO:0045087|GO:0048935
A0A7M6UEB9	A0A7M6UEB9	A0A7M6UEB9	GO:0004383|GO:0005525|GO:0008074|GO:0019826|GO:0020037|GO:0038060|GO:0070026|GO:0070482
A0A7M6UEJ8	A0A7M6UEJ8	A0A7M6UEJ8	GO:0000122|GO:0000978|GO:0004879|GO:0008270|GO:0030154|GO:0035076|GO:0035100|GO:0045944|GO:0090575
A0A7M6UEK0	A0A7M6UEK0	A0A7M6UEK0	GO:0004169|GO:0005789
A0A7M6UFH0	A0A7M6UFH0	A0A7M6UFH0	GO:0000122|GO:0000978|GO:0004879|GO:0008270|GO:0030154|GO:0035076|GO:0035100|GO:0045944|GO:0090575
A0A7M6UMI0	A0A7M6UMI0	A0A7M6UMI0	GO:0004362|GO:0004791|GO:0005739|GO:0005829|GO:0006749|GO:0034599|GO:0045454|GO:0050660
A0A7M6UMS5	A0A7M6UMS5	A0A7M6UMS5	GO:0000813|GO:0005829|GO:0015031|GO:0017124|GO:0019075|GO:0031902|GO:0032510|GO:0032801|GO:0042058|GO:0046755
A0A7M6UNC0	A0A7M6UNC0	A0A7M6UNC0	GO:0004016|GO:0005524|GO:0005886|GO:0006171|GO:0007189|GO:0035556|GO:0046872
A0A7M6UPZ2	A0A7M6UPZ2	A0A7M6UPZ2	GO:0004579|GO:0008250|GO:0018279|GO:0043687|GO:0046872
A0A7M6URI6	A0A7M6URI6	A0A7M6URI6	GO:0005524|GO:0005788|GO:0016787|GO:0034976|GO:0140662
A0A7M6URT9	A0A7M6URT9	A0A7M6URT9	GO:0004693|GO:0005524|GO:0005634|GO:0005737|GO:0007409|GO:0048489|GO:0051301|GO:0051402|GO:0051963
A0A7M6USN6	A0A7M6USN6	A0A7M6USN6	GO:0005737|GO:0005886|GO:0005925|GO:0007155|GO:0007169|GO:0016477|GO:0017124|GO:0030424
A0A7M6UUA5	A0A7M6UUA5	A0A7M6UUA5	GO:0014069|GO:0015276|GO:0017146|GO:0035235|GO:0038023|GO:0045211
A0A7M6UUR2	A0A7M6UUR2	A0A7M6UUR2	GO:0005576|GO:0030246|GO:0051873|GO:0061760|GO:0140367
A0A7M6UVF8	A0A7M6UVF8	A0A7M6UVF8	GO:0004683|GO:0005516|GO:0005524|GO:0007154|GO:0007613|GO:0010468|GO:0023052|GO:0030424
A0A7M6UVP7	A0A7M6UVP7	A0A7M6UVP7	GO:0005634|GO:0006744|GO:0008340|GO:0008682|GO:0010468|GO:0016709|GO:0031314|GO:0046872|GO:2000377
A0A7M6UW24	A0A7M6UW24	A0A7M6UW24	GO:0004784|GO:0005739|GO:0030145|GO:0042803|GO:0098803
A0A7M6UW83	A0A7M6UW83	A0A7M6UW83	GO:0003677|GO:0003682|GO:0003886|GO:0005634|GO:0006346|GO:0008270|GO:0032259|GO:0044027
A0A7M6UWJ0	A0A7M6UWJ0	A0A7M6UWJ0	GO:0004096|GO:0005739|GO:0005777|GO:0020037|GO:0042542|GO:0042744|GO:0046872
A0A7M6UWU9	A0A7M6UWU9	A0A7M6UWU9	GO:0005789|GO:0008270|GO:0036503|GO:0061630
A0A7M6W5F9	A0A7M6W5F9	A0A7M6W5F9	GO:0005576
A0A7M6W5G5	A0A7M6W5G5	A0A7M6W5G5	GO:0001507|GO:0003990|GO:0005615|GO:0005886|GO:0019695|GO:0043083|GO:0045202
A0A7M6W5Y2	A0A7M6W5Y2	A0A7M6W5Y2	GO:0005739|GO:0009249|GO:0033819
A0A7M6W879	A0A7M6W879	A0A7M6W879	GO:0004517|GO:0005516|GO:0006809|GO:0010181|GO:0020037|GO:0046872|GO:0050660|GO:0050661|GO:1903522
A0A7M6W880	A0A7M6W880	A0A7M6W880	GO:0005576
A0A7M6W8H4	A0A7M6W8H4	A0A7M6W8H4	GO:0004362|GO:0004791|GO:0005739|GO:0005829|GO:0006749|GO:0034599|GO:0045454|GO:0050660
A0A7M6W8K2	A0A7M6W8K2	A0A7M6W8K2	GO:0000149|GO:0005484|GO:0005765|GO:0005789|GO:0005794|GO:0006887|GO:0006906|GO:0015031|GO:0030658|GO:0030670|GO:0031201|GO:0031902
A0A7M7FYF7	A0A7M7FYF7	A0A7M7FYF7	GO:0000139|GO:0003756|GO:0005615|GO:0006457|GO:0016971
A0A7M7FYP0	A0A7M7FYP0	A0A7M7FYP0	GO:0000183|GO:0005677|GO:0005730|GO:0006364|GO:0008168|GO:0032259|GO:0033553|GO:0042149|GO:0046015
A0A7M7FYP8	A0A7M7FYP8	A0A7M7FYP8	GO:0001919|GO:0005085|GO:0005765|GO:0007040|GO:0016197|GO:0031902|GO:0032008|GO:0042632|GO:0043410|GO:0045121|GO:0060090|GO:0071230|GO:0071986
A0A7M7FYU6	A0A7M7FYU6	A0A7M7FYU6	GO:0003677|GO:0003723|GO:0005730|GO:0006260|GO:0006281|GO:0031491|GO:0035101|GO:0042393|GO:1902275
A0A7M7FYY3	A0A7M7FYY3	A0A7M7FYY3	GO:0005289|GO:0005743|GO:1990575
A0A7M7FZ13	A0A7M7FZ13	A0A7M7FZ13	GO:0003993|GO:0016020|GO:0034417|GO:0052745
A0A7M7FZ48	A0A7M7FZ48	A0A7M7FZ48	GO:0003755|GO:0005681|GO:0005737|GO:0006397|GO:0006457|GO:0008380|GO:0016018|GO:0016607
A0A7M7FZ61	A0A7M7FZ61	A0A7M7FZ61	GO:0003723|GO:0005681|GO:0005737|GO:0006325|GO:0006397|GO:0008380|GO:0015030|GO:0016607
A0A7M7FZ62	A0A7M7FZ62	A0A7M7FZ62	GO:0004462|GO:0005737|GO:0046872
A0A7M7FZV4	A0A7M7FZV4	A0A7M7FZV4	GO:0003993|GO:0005886|GO:0034417|GO:0052745
A0A7M7G028	A0A7M7G028	A0A7M7G028	GO:0000086|GO:0004725|GO:0005634|GO:0005737|GO:0009794|GO:0010256|GO:0010971|GO:0032502|GO:0051301|GO:0110032
A0A7M7G040	A0A7M7G040	A0A7M7G040	GO:0004571|GO:0005509|GO:0005975|GO:0016020|GO:0044322|GO:1904154|GO:1904380
A0A7M7G045	A0A7M7G045	A0A7M7G045	GO:0000398|GO:0003676|GO:0003724|GO:0005524|GO:0005681|GO:0010468|GO:0016607|GO:0016787
A0A7M7G0C6	A0A7M7G0C6	A0A7M7G0C6	GO:0005635|GO:0005813|GO:0015031|GO:0030496|GO:0031410|GO:0051301
A0A7M7G0E1	A0A7M7G0E1	A0A7M7G0E1	GO:0004126|GO:0005829|GO:0008270|GO:0042802|GO:0055086|GO:0072527
A0A7M7G1B1	A0A7M7G1B1	A0A7M7G1B1	GO:0005524|GO:0005634|GO:0005876|GO:0007018|GO:0008017|GO:0008574|GO:0051231|GO:0072686|GO:0090307
A0A7M7G1E5	A0A7M7G1E5	A0A7M7G1E5	GO:0005789|GO:0009922|GO:0019367|GO:0030148|GO:0034625|GO:0034626|GO:0042761
A0A7M7G1P1	A0A7M7G1P1	A0A7M7G1P1	GO:0000243|GO:0000387|GO:0000395|GO:0003729|GO:0005685|GO:0008270|GO:0030619|GO:0030627|GO:0071004
A0A7M7G214	A0A7M7G214	A0A7M7G214	GO:0004674|GO:0005524|GO:0005737|GO:0022604|GO:0048814|GO:0051093
A0A7M7G228	A0A7M7G228	A0A7M7G228	GO:0004252|GO:0005576|GO:0006508|GO:0008061|GO:0016020|GO:0042381
A0A7M7G246	A0A7M7G246	A0A7M7G246	GO:0002009|GO:0004714|GO:0004715|GO:0005126|GO:0005524|GO:0005829|GO:0007259|GO:0009887|GO:0012505|GO:0019221|GO:0030182|GO:0035556|GO:0048468|GO:0050793|GO:0051130|GO:0071944
A0A7M7G285	A0A7M7G285	A0A7M7G285	GO:0003677|GO:0003899|GO:0005736|GO:0006351|GO:0046872
A0A7M7G2P0	A0A7M7G2P0	A0A7M7G2P0	GO:0003682|GO:0003887|GO:0005634|GO:0005759|GO:0006264|GO:0009411|GO:0031297|GO:0042276
A0A7M7G2W6	A0A7M7G2W6	A0A7M7G2W6	GO:0003677|GO:0003682|GO:0006272|GO:0006275|GO:0006298|GO:0019985|GO:0030337|GO:0042542|GO:0043626|GO:0072702
A0A7M7G320	A0A7M7G320	A0A7M7G320	GO:0005874|GO:0019799|GO:0048666|GO:0070507
A0A7M7G338	A0A7M7G338	A0A7M7G338	GO:0004061|GO:0019441
A0A7M7G3E2	A0A7M7G3E2	A0A7M7G3E2	GO:0000166|GO:0005739|GO:0046872|GO:0052856
